date,city,pollutant_type,pm25,year,facility_type,number,beds
2020-01-24,Lahore,PM 2.5,187,2020,National,,
2020-01-25,Lahore,PM 2.5,202,2020,National,,
2020-01-26,Lahore,PM 2.5,237,2020,National,,
2020-01-27,Lahore,PM 2.5,291,2020,National,,
2020-01-28,Lahore,PM 2.5,278,2020,National,,
2020-01-29,Lahore,PM 2.5,205,2020,National,,
2020-01-30,Lahore,PM 2.5,183,2020,National,,
2020-01-31,Lahore,PM 2.5,226,2020,National,,
2020-02-01,Lahore,PM 2.5,113,2020,National,,
2020-02-02,Lahore,PM 2.5,34,2020,National,,
2020-02-03,Lahore,PM 2.5,33,2020,National,,
2020-02-04,Lahore,PM 2.5,33,2020,National,,
2020-02-05,Lahore,PM 2.5,38,2020,National,,
2020-02-06,Lahore,PM 2.5,33,2020,National,,
2020-02-07,Lahore,PM 2.5,33,2020,National,,
2020-02-08,Lahore,PM 2.5,33,2020,National,,
2020-02-09,Lahore,PM 2.5,34,2020,National,,
2020-02-10,Lahore,PM 2.5,31,2020,National,,
2020-02-11,Lahore,PM 2.5,34,2020,National,,
2020-02-12,Lahore,PM 2.5,116,2020,National,,
2020-02-13,Lahore,PM 2.5,186,2020,National,,
2020-02-14,Lahore,PM 2.5,181,2020,National,,
2020-02-15,Lahore,PM 2.5,138,2020,National,,
2020-02-16,Lahore,PM 2.5,158,2020,National,,
2020-02-17,Lahore,PM 2.5,180,2020,National,,
2020-02-18,Lahore,PM 2.5,203,2020,National,,
2020-02-19,Lahore,PM 2.5,199,2020,National,,
2020-02-20,Lahore,PM 2.5,185,2020,National,,
2020-02-21,Lahore,PM 2.5,173,2020,National,,
2020-02-22,Lahore,PM 2.5,110,2020,National,,
2020-02-23,Lahore,PM 2.5,200,2020,National,,
2020-02-24,Lahore,PM 2.5,194,2020,National,,
2020-02-25,Lahore,PM 2.5,224,2020,National,,
2020-02-26,Lahore,PM 2.5,209,2020,National,,
2020-02-27,Lahore,PM 2.5,222,2020,National,,
2020-02-28,Lahore,PM 2.5,195,2020,National,,
2020-02-29,Lahore,PM 2.5,198,2020,National,,
2020-03-01,Lahore,PM 2.5,111,2020,National,,
2020-03-02,Lahore,PM 2.5,164,2020,National,,
2020-03-03,Lahore,PM 2.5,171,2020,National,,
2020-03-04,Lahore,PM 2.5,161,2020,National,,
2020-03-05,Lahore,PM 2.5,228,2020,National,,
2020-03-06,Lahore,PM 2.5,111,2020,National,,
2020-03-07,Lahore,PM 2.5,89,2020,National,,
2020-03-08,Lahore,PM 2.5,73,2020,National,,
2020-03-09,Lahore,PM 2.5,119,2020,National,,
2020-03-10,Lahore,PM 2.5,101,2020,National,,
2020-03-11,Lahore,PM 2.5,180,2020,National,,
2020-03-12,Lahore,PM 2.5,143,2020,National,,
2020-03-13,Lahore,PM 2.5,69,2020,National,,
2020-03-14,Lahore,PM 2.5,91,2020,National,,
2020-03-15,Lahore,PM 2.5,147,2020,National,,
2020-03-16,Lahore,PM 2.5,174,2020,National,,
2020-03-17,Lahore,PM 2.5,170,2020,National,,
2020-03-18,Lahore,PM 2.5,166,2020,National,,
2020-03-19,Lahore,PM 2.5,168,2020,National,,
2020-03-20,Lahore,PM 2.5,195,2020,National,,
2020-03-21,Lahore,PM 2.5,217,2020,National,,
2020-03-22,Lahore,PM 2.5,151,2020,National,,
2020-03-23,Lahore,PM 2.5,215,2020,National,,
2020-03-24,Lahore,PM 2.5,130,2020,National,,
2020-03-25,Lahore,PM 2.5,122,2020,National,,
2020-03-26,Lahore,PM 2.5,88,2020,National,,
2020-03-27,Lahore,PM 2.5,97,2020,National,,
2020-03-28,Lahore,PM 2.5,51,2020,National,,
2020-03-29,Lahore,PM 2.5,62,2020,National,,
2020-03-30,Lahore,PM 2.5,98,2020,National,,
2020-03-31,Lahore,PM 2.5,101,2020,National,,
2020-04-01,Lahore,PM 2.5,100,2020,National,,
2020-04-02,Lahore,PM 2.5,73,2020,National,,
2020-04-03,Lahore,PM 2.5,54,2020,National,,
2020-04-04,Lahore,PM 2.5,96,2020,National,,
2020-04-05,Lahore,PM 2.5,108,2020,National,,
2020-04-06,Lahore,PM 2.5,126,2020,National,,
2020-04-07,Lahore,PM 2.5,58,2020,National,,
2020-04-08,Lahore,PM 2.5,68,2020,National,,
2020-04-09,Lahore,PM 2.5,70,2020,National,,
2020-04-10,Lahore,PM 2.5,120,2020,National,,
2020-04-11,Lahore,PM 2.5,87,2020,National,,
2020-04-12,Lahore,PM 2.5,88,2020,National,,
2020-04-13,Lahore,PM 2.5,111,2020,National,,
2020-04-14,Lahore,PM 2.5,144,2020,National,,
2020-04-15,Lahore,PM 2.5,129,2020,National,,
2020-04-16,Lahore,PM 2.5,137,2020,National,,
2020-04-17,Lahore,PM 2.5,106,2020,National,,
2020-04-18,Lahore,PM 2.5,101,2020,National,,
2020-04-19,Lahore,PM 2.5,56,2020,National,,
2020-04-20,Lahore,PM 2.5,96,2020,National,,
2020-01-01,Karachi,PM 2.5,-,2020,National,,
2020-01-02,Karachi,PM 2.5,174,2020,National,,
2020-01-03,Karachi,PM 2.5,156,2020,National,,
2020-01-04,Karachi,PM 2.5,169,2020,National,,
2020-01-05,Karachi,PM 2.5,213,2020,National,,
2020-01-06,Karachi,PM 2.5,165,2020,National,,
2020-01-07,Karachi,PM 2.5,191,2020,National,,
2020-01-08,Karachi,PM 2.5,152,2020,National,,
2020-01-09,Karachi,PM 2.5,151,2020,National,,
2020-01-10,Karachi,PM 2.5,140,2020,National,,
2020-01-11,Karachi,PM 2.5,114,2020,National,,
2020-01-12,Karachi,PM 2.5,134,2020,National,,
2020-01-13,Karachi,PM 2.5,119,2020,National,,
2020-01-14,Karachi,PM 2.5,105,2020,National,,
2020-01-15,Karachi,PM 2.5,130,2020,National,,
2020-01-16,Karachi,PM 2.5,106,2020,National,,
2020-01-17,Karachi,PM 2.5,122,2020,National,,
2020-01-18,Karachi,PM 2.5,163,2020,National,,
2020-01-19,Karachi,PM 2.5,184,2020,National,,
2020-01-20,Karachi,PM 2.5,126,2020,National,,
2020-01-21,Karachi,PM 2.5,168,2020,National,,
2020-01-22,Karachi,PM 2.5,170,2020,National,,
2020-01-23,Karachi,PM 2.5,172,2020,National,,
2020-01-24,Karachi,PM 2.5,154,2020,National,,
2020-01-25,Karachi,PM 2.5,149,2020,National,,
2020-01-26,Karachi,PM 2.5,152,2020,National,,
2020-01-27,Karachi,PM 2.5,141,2020,National,,
2020-01-28,Karachi,PM 2.5,106,2020,National,,
2020-01-29,Karachi,PM 2.5,107,2020,National,,
2020-01-30,Karachi,PM 2.5,123,2020,National,,
2020-01-31,Karachi,PM 2.5,141,2020,National,,
2020-02-01,Karachi,PM 2.5,164,2020,National,,
2020-02-02,Karachi,PM 2.5,160,2020,National,,
2020-02-03,Karachi,PM 2.5,132,2020,National,,
2020-02-04,Karachi,PM 2.5,165,2020,National,,
2020-02-05,Karachi,PM 2.5,116,2020,National,,
2020-02-06,Karachi,PM 2.5,135,2020,National,,
2020-02-07,Karachi,PM 2.5,154,2020,National,,
2020-02-08,Karachi,PM 2.5,161,2020,National,,
2020-02-09,Karachi,PM 2.5,139,2020,National,,
2020-02-10,Karachi,PM 2.5,151,2020,National,,
2020-02-11,Karachi,PM 2.5,168,2020,National,,
2020-02-12,Karachi,PM 2.5,174,2020,National,,
2020-02-13,Karachi,PM 2.5,154,2020,National,,
2020-02-14,Karachi,PM 2.5,175,2020,National,,
2020-02-15,Karachi,PM 2.5,166,2020,National,,
2020-02-16,Karachi,PM 2.5,157,2020,National,,
2020-02-17,Karachi,PM 2.5,175,2020,National,,
2020-02-18,Karachi,PM 2.5,201,2020,National,,
2020-02-19,Karachi,PM 2.5,179,2020,National,,
2020-02-20,Karachi,PM 2.5,101,2020,National,,
2020-02-21,Karachi,PM 2.5,159,2020,National,,
2020-02-22,Karachi,PM 2.5,129,2020,National,,
2020-02-23,Karachi,PM 2.5,140,2020,National,,
2020-02-24,Karachi,PM 2.5,153,2020,National,,
2020-02-25,Karachi,PM 2.5,152,2020,National,,
2020-02-26,Karachi,PM 2.5,109,2020,National,,
2020-02-27,Karachi,PM 2.5,109,2020,National,,
2020-02-28,Karachi,PM 2.5,117,2020,National,,
2020-02-29,Karachi,PM 2.5,105,2020,National,,
2020-03-01,Karachi,PM 2.5,158,2020,National,,
2020-03-02,Karachi,PM 2.5,144,2020,National,,
2020-03-03,Karachi,PM 2.5,156,2020,National,,
2020-03-04,Karachi,PM 2.5,111,2020,National,,
2020-03-05,Karachi,PM 2.5,94,2020,National,,
2020-03-06,Karachi,PM 2.5,96,2020,National,,
2020-03-07,Karachi,PM 2.5,150,2020,National,,
2020-03-08,Karachi,PM 2.5,139,2020,National,,
2020-03-09,Karachi,PM 2.5,108,2020,National,,
2020-03-10,Karachi,PM 2.5,111,2020,National,,
2020-03-11,Karachi,PM 2.5,103,2020,National,,
2020-03-12,Karachi,PM 2.5,83,2020,National,,
2020-03-13,Karachi,PM 2.5,154,2020,National,,
2020-03-14,Karachi,PM 2.5,152,2020,National,,
2020-03-15,Karachi,PM 2.5,169,2020,National,,
2020-03-16,Karachi,PM 2.5,145,2020,National,,
2020-03-17,Karachi,PM 2.5,135,2020,National,,
2020-03-18,Karachi,PM 2.5,147,2020,National,,
2020-03-19,Karachi,PM 2.5,157,2020,National,,
2020-03-20,Karachi,PM 2.5,108,2020,National,,
2020-03-21,Karachi,PM 2.5,81,2020,National,,
2020-03-22,Karachi,PM 2.5,70,2020,National,,
2020-03-23,Karachi,PM 2.5,66,2020,National,,
2020-03-24,Karachi,PM 2.5,72,2020,National,,
2020-03-25,Karachi,PM 2.5,52,2020,National,,
2020-03-26,Karachi,PM 2.5,88,2020,National,,
2020-03-27,Karachi,PM 2.5,72,2020,National,,
2020-03-28,Karachi,PM 2.5,69,2020,National,,
2020-03-29,Karachi,PM 2.5,66,2020,National,,
2020-03-30,Karachi,PM 2.5,80,2020,National,,
2020-03-31,Karachi,PM 2.5,92,2020,National,,
2020-04-01,Karachi,PM 2.5,61,2020,National,,
2020-04-02,Karachi,PM 2.5,70,2020,National,,
2020-04-03,Karachi,PM 2.5,102,2020,National,,
2020-04-04,Karachi,PM 2.5,96,2020,National,,
2020-04-05,Karachi,PM 2.5,90,2020,National,,
2020-04-06,Karachi,PM 2.5,79,2020,National,,
2020-04-07,Karachi,PM 2.5,97,2020,National,,
2020-04-08,Karachi,PM 2.5,117,2020,National,,
2020-04-09,Karachi,PM 2.5,107,2020,National,,
2020-04-10,Karachi,PM 2.5,87,2020,National,,
2020-04-11,Karachi,PM 2.5,83,2020,National,,
2020-04-12,Karachi,PM 2.5,124,2020,National,,
2020-04-13,Karachi,PM 2.5,83,2020,National,,
2020-04-14,Karachi,PM 2.5,76,2020,National,,
2020-04-15,Karachi,PM 2.5,79,2020,National,,
2020-04-16,Karachi,PM 2.5,88,2020,National,,
2020-04-17,Karachi,PM 2.5,85,2020,National,,
2020-04-18,Karachi,PM 2.5,82,2020,National,,
2020-04-19,Karachi,PM 2.5,72,2020,National,,
2020-04-20,Karachi,PM 2.5,64,2020,National,,
2020-01-01,Islamabad,PM 2.5,-,2020,National,,
2020-01-02,Islamabad,PM 2.5,156,2020,National,,
2020-01-03,Islamabad,PM 2.5,173,2020,National,,
2020-01-04,Islamabad,PM 2.5,188,2020,National,,
2020-01-05,Islamabad,PM 2.5,135,2020,National,,
2020-01-06,Islamabad,PM 2.5,165,2020,National,,
2020-01-07,Islamabad,PM 2.5,134,2020,National,,
2020-01-08,Islamabad,PM 2.5,124,2020,National,,
2020-01-09,Islamabad,PM 2.5,136,2020,National,,
2020-01-10,Islamabad,PM 2.5,136,2020,National,,
2020-01-11,Islamabad,PM 2.5,162,2020,National,,
2020-01-12,Islamabad,PM 2.5,236,2020,National,,
2020-01-13,Islamabad,PM 2.5,165,2020,National,,
2020-01-14,Islamabad,PM 2.5,97,2020,National,,
2020-01-15,Islamabad,PM 2.5,105,2020,National,,
2020-01-16,Islamabad,PM 2.5,153,2020,National,,
2020-01-17,Islamabad,PM 2.5,146,2020,National,,
2020-01-18,Islamabad,PM 2.5,156,2020,National,,
2020-01-19,Islamabad,PM 2.5,165,2020,National,,
2020-01-20,Islamabad,PM 2.5,149,2020,National,,
2020-01-21,Islamabad,PM 2.5,171,2020,National,,
2020-01-22,Islamabad,PM 2.5,134,2020,National,,
2020-01-23,Islamabad,PM 2.5,144,2020,National,,
2020-01-24,Islamabad,PM 2.5,137,2020,National,,
2020-01-25,Islamabad,PM 2.5,147,2020,National,,
2020-01-26,Islamabad,PM 2.5,179,2020,National,,
2020-01-27,Islamabad,PM 2.5,148,2020,National,,
2020-01-28,Islamabad,PM 2.5,129,2020,National,,
2020-01-29,Islamabad,PM 2.5,96,2020,National,,
2020-01-30,Islamabad,PM 2.5,96,2020,National,,
2020-01-31,Islamabad,PM 2.5,145,2020,National,,
2020-02-01,Islamabad,PM 2.5,137,2020,National,,
2020-02-02,Islamabad,PM 2.5,125,2020,National,,
2020-02-03,Islamabad,PM 2.5,149,2020,National,,
2020-02-04,Islamabad,PM 2.5,166,2020,National,,
2020-02-05,Islamabad,PM 2.5,165,2020,National,,
2020-02-06,Islamabad,PM 2.5,128,2020,National,,
2020-02-07,Islamabad,PM 2.5,138,2020,National,,
2020-02-08,Islamabad,PM 2.5,155,2020,National,,
2020-02-09,Islamabad,PM 2.5,155,2020,National,,
2020-02-10,Islamabad,PM 2.5,170,2020,National,,
2020-02-11,Islamabad,PM 2.5,176,2020,National,,
2020-02-12,Islamabad,PM 2.5,171,2020,National,,
2020-02-13,Islamabad,PM 2.5,169,2020,National,,
2020-02-14,Islamabad,PM 2.5,157,2020,National,,
2020-02-15,Islamabad,PM 2.5,100,2020,National,,
2020-02-16,Islamabad,PM 2.5,118,2020,National,,
2020-02-17,Islamabad,PM 2.5,117,2020,National,,
2020-02-18,Islamabad,PM 2.5,123,2020,National,,
2020-02-19,Islamabad,PM 2.5,147,2020,National,,
2020-02-20,Islamabad,PM 2.5,131,2020,National,,
2020-02-21,Islamabad,PM 2.5,76,2020,National,,
2020-02-22,Islamabad,PM 2.5,126,2020,National,,
2020-02-23,Islamabad,PM 2.5,122,2020,National,,
2020-02-24,Islamabad,PM 2.5,134,2020,National,,
2020-02-25,Islamabad,PM 2.5,132,2020,National,,
2020-02-26,Islamabad,PM 2.5,144,2020,National,,
2020-02-27,Islamabad,PM 2.5,139,2020,National,,
2020-02-28,Islamabad,PM 2.5,167,2020,National,,
2020-02-29,Islamabad,PM 2.5,103,2020,National,,
2020-03-01,Islamabad,PM 2.5,74,2020,National,,
2020-03-02,Islamabad,PM 2.5,107,2020,National,,
2020-03-03,Islamabad,PM 2.5,113,2020,National,,
2020-03-04,Islamabad,PM 2.5,138,2020,National,,
2020-03-05,Islamabad,PM 2.5,105,2020,National,,
2020-03-06,Islamabad,PM 2.5,83,2020,National,,
2020-03-07,Islamabad,PM 2.5,79,2020,National,,
2020-03-08,Islamabad,PM 2.5,58,2020,National,,
2020-03-09,Islamabad,PM 2.5,83,2020,National,,
2020-03-10,Islamabad,PM 2.5,105,2020,National,,
2020-03-11,Islamabad,PM 2.5,114,2020,National,,
2020-03-12,Islamabad,PM 2.5,89,2020,National,,
2020-03-13,Islamabad,PM 2.5,71,2020,National,,
2020-03-14,Islamabad,PM 2.5,85,2020,National,,
2020-03-15,Islamabad,PM 2.5,107,2020,National,,
2020-03-16,Islamabad,PM 2.5,114,2020,National,,
2020-03-17,Islamabad,PM 2.5,121,2020,National,,
2020-03-18,Islamabad,PM 2.5,125,2020,National,,
2020-03-19,Islamabad,PM 2.5,121,2020,National,,
2020-03-20,Islamabad,PM 2.5,110,2020,National,,
2020-03-21,Islamabad,PM 2.5,84,2020,National,,
2020-03-22,Islamabad,PM 2.5,71,2020,National,,
2020-03-23,Islamabad,PM 2.5,79,2020,National,,
2020-03-24,Islamabad,PM 2.5,87,2020,National,,
2020-03-25,Islamabad,PM 2.5,77,2020,National,,
2020-03-26,Islamabad,PM 2.5,78,2020,National,,
2020-03-27,Islamabad,PM 2.5,89,2020,National,,
2020-03-28,Islamabad,PM 2.5,67,2020,National,,
2020-03-29,Islamabad,PM 2.5,62,2020,National,,
2020-03-30,Islamabad,PM 2.5,80,2020,National,,
2020-03-31,Islamabad,PM 2.5,104,2020,National,,
2020-04-01,Islamabad,PM 2.5,84,2020,National,,
2020-04-02,Islamabad,PM 2.5,81,2020,National,,
2020-04-03,Islamabad,PM 2.5,58,2020,National,,
2020-04-04,Islamabad,PM 2.5,82,2020,National,,
2020-04-05,Islamabad,PM 2.5,94,2020,National,,
2020-04-06,Islamabad,PM 2.5,76,2020,National,,
2020-04-07,Islamabad,PM 2.5,72,2020,National,,
2020-04-08,Islamabad,PM 2.5,74,2020,National,,
2020-04-09,Islamabad,PM 2.5,86,2020,National,,
2020-04-10,Islamabad,PM 2.5,88,2020,National,,
2020-04-11,Islamabad,PM 2.5,76,2020,National,,
2020-04-12,Islamabad,PM 2.5,89,2020,National,,
2020-04-13,Islamabad,PM 2.5,96,2020,National,,
2020-04-14,Islamabad,PM 2.5,100,2020,National,,
2020-04-15,Islamabad,PM 2.5,100,2020,National,,
2020-04-16,Islamabad,PM 2.5,89,2020,National,,
2020-04-17,Islamabad,PM 2.5,119,2020,National,,
2020-04-18,Islamabad,PM 2.5,83,2020,National,,
2020-04-19,Islamabad,PM 2.5,98,2020,National,,
2020-04-20,Islamabad,PM 2.5,68,2020,National,,
2020-01-01,Peshawar,PM 2.5,-,2020,National,,
2020-01-02,Peshawar,PM 2.5,425,2020,National,,
2020-01-03,Peshawar,PM 2.5,123,2020,National,,
2020-01-04,Peshawar,PM 2.5,166,2020,National,,
2020-01-05,Peshawar,PM 2.5,204,2020,National,,
2020-01-06,Peshawar,PM 2.5,175,2020,National,,
2020-01-07,Peshawar,PM 2.5,115,2020,National,,
2020-01-08,Peshawar,PM 2.5,183,2020,National,,
2020-01-09,Peshawar,PM 2.5,190,2020,National,,
2020-01-10,Peshawar,PM 2.5,188,2020,National,,
2020-01-11,Peshawar,PM 2.5,171,2020,National,,
2020-01-12,Peshawar,PM 2.5,203,2020,National,,
2020-01-13,Peshawar,PM 2.5,216,2020,National,,
2020-01-14,Peshawar,PM 2.5,92,2020,National,,
2020-01-15,Peshawar,PM 2.5,94,2020,National,,
2020-01-16,Peshawar,PM 2.5,168,2020,National,,
2020-01-17,Peshawar,PM 2.5,183,2020,National,,
2020-01-18,Peshawar,PM 2.5,216,2020,National,,
2020-01-19,Peshawar,PM 2.5,162,2020,National,,
2020-01-20,Peshawar,PM 2.5,155,2020,National,,
2020-01-21,Peshawar,PM 2.5,209,2020,National,,
2020-01-22,Peshawar,PM 2.5,124,2020,National,,
2020-01-23,Peshawar,PM 2.5,151,2020,National,,
2020-01-24,Peshawar,PM 2.5,142,2020,National,,
2020-01-25,Peshawar,PM 2.5,182,2020,National,,
2020-01-26,Peshawar,PM 2.5,215,2020,National,,
2020-01-27,Peshawar,PM 2.5,169,2020,National,,
2020-01-28,Peshawar,PM 2.5,205,2020,National,,
2020-01-29,Peshawar,PM 2.5,187,2020,National,,
2020-01-30,Peshawar,PM 2.5,115,2020,National,,
2020-01-31,Peshawar,PM 2.5,154,2020,National,,
2020-02-01,Peshawar,PM 2.5,163,2020,National,,
2020-02-02,Peshawar,PM 2.5,185,2020,National,,
2020-02-03,Peshawar,PM 2.5,169,2020,National,,
2020-02-04,Peshawar,PM 2.5,173,2020,National,,
2020-02-05,Peshawar,PM 2.5,171,2020,National,,
2020-02-06,Peshawar,PM 2.5,156,2020,National,,
2020-02-07,Peshawar,PM 2.5,204,2020,National,,
2020-02-08,Peshawar,PM 2.5,190,2020,National,,
2020-02-09,Peshawar,PM 2.5,162,2020,National,,
2020-02-10,Peshawar,PM 2.5,196,2020,National,,
2020-02-11,Peshawar,PM 2.5,201,2020,National,,
2020-02-12,Peshawar,PM 2.5,182,2020,National,,
2020-02-13,Peshawar,PM 2.5,118,2020,National,,
2020-02-14,Peshawar,PM 2.5,177,2020,National,,
2020-02-15,Peshawar,PM 2.5,111,2020,National,,
2020-02-16,Peshawar,PM 2.5,139,2020,National,,
2020-02-17,Peshawar,PM 2.5,121,2020,National,,
2020-02-18,Peshawar,PM 2.5,119,2020,National,,
2020-02-19,Peshawar,PM 2.5,136,2020,National,,
2020-02-20,Peshawar,PM 2.5,143,2020,National,,
2020-02-21,Peshawar,PM 2.5,88,2020,National,,
2020-02-22,Peshawar,PM 2.5,147,2020,National,,
2020-02-23,Peshawar,PM 2.5,174,2020,National,,
2020-02-24,Peshawar,PM 2.5,162,2020,National,,
2020-02-25,Peshawar,PM 2.5,185,2020,National,,
2020-02-26,Peshawar,PM 2.5,177,2020,National,,
2020-02-27,Peshawar,PM 2.5,176,2020,National,,
2020-02-28,Peshawar,PM 2.5,194,2020,National,,
2020-02-29,Peshawar,PM 2.5,123,2020,National,,
2020-03-01,Peshawar,PM 2.5,85,2020,National,,
2020-03-02,Peshawar,PM 2.5,98,2020,National,,
2020-03-03,Peshawar,PM 2.5,142,2020,National,,
2020-03-04,Peshawar,PM 2.5,121,2020,National,,
2020-03-05,Peshawar,PM 2.5,129,2020,National,,
2020-03-06,Peshawar,PM 2.5,69,2020,National,,
2020-03-07,Peshawar,PM 2.5,109,2020,National,,
2020-03-08,Peshawar,PM 2.5,77,2020,National,,
2020-03-09,Peshawar,PM 2.5,77,2020,National,,
2020-03-10,Peshawar,PM 2.5,124,2020,National,,
2020-03-11,Peshawar,PM 2.5,162,2020,National,,
2020-03-12,Peshawar,PM 2.5,146,2020,National,,
2020-03-13,Peshawar,PM 2.5,82,2020,National,,
2020-03-14,Peshawar,PM 2.5,158,2020,National,,
2020-03-15,Peshawar,PM 2.5,154,2020,National,,
2020-03-16,Peshawar,PM 2.5,149,2020,National,,
2020-03-17,Peshawar,PM 2.5,153,2020,National,,
2020-03-18,Peshawar,PM 2.5,161,2020,National,,
2020-03-19,Peshawar,PM 2.5,145,2020,National,,
2020-03-20,Peshawar,PM 2.5,165,2020,National,,
2020-03-21,Peshawar,PM 2.5,150,2020,National,,
2020-03-22,Peshawar,PM 2.5,68,2020,National,,
2020-03-23,Peshawar,PM 2.5,93,2020,National,,
2020-03-24,Peshawar,PM 2.5,142,2020,National,,
2020-03-25,Peshawar,PM 2.5,62,2020,National,,
2020-03-26,Peshawar,PM 2.5,93,2020,National,,
2020-03-27,Peshawar,PM 2.5,96,2020,National,,
2020-03-28,Peshawar,PM 2.5,87,2020,National,,
2020-03-29,Peshawar,PM 2.5,76,2020,National,,
2020-03-30,Peshawar,PM 2.5,69,2020,National,,
2020-03-31,Peshawar,PM 2.5,102,2020,National,,
2020-04-01,Peshawar,PM 2.5,81,2020,National,,
2020-04-02,Peshawar,PM 2.5,62,2020,National,,
2020-04-03,Peshawar,PM 2.5,84,2020,National,,
2020-04-04,Peshawar,PM 2.5,98,2020,National,,
2020-04-05,Peshawar,PM 2.5,126,2020,National,,
2020-04-06,Peshawar,PM 2.5,130,2020,National,,
2020-04-07,Peshawar,PM 2.5,85,2020,National,,
2020-04-08,Peshawar,PM 2.5,58,2020,National,,
2020-04-09,Peshawar,PM 2.5,98,2020,National,,
2020-04-10,Peshawar,PM 2.5,83,2020,National,,
2020-04-11,Peshawar,PM 2.5,72,2020,National,,
2020-04-12,Peshawar,PM 2.5,106,2020,National,,
2020-04-13,Peshawar,PM 2.5,115,2020,National,,
2020-04-14,Peshawar,PM 2.5,111,2020,National,,
2020-04-15,Peshawar,PM 2.5,81,2020,National,,
2020-04-16,Peshawar,PM 2.5,69,2020,National,,
2020-04-17,Peshawar,PM 2.5,90,2020,National,,
2020-04-18,Peshawar,PM 2.5,99,2020,National,,
2020-04-19,Peshawar,PM 2.5,71,2020,National,,
2020-04-20,Peshawar,PM 2.5,79,2020,National,,
,Pakistan (National),,,2025,Hospitals,1289.0,127225.0
,Pakistan (National),,,2025,Dispensaries,5849.0,791.0
,Pakistan (National),,,2025,Basic Health Unit,5561.0,6767.0
,Pakistan (National),,,2025,Rural health centres,719.0,6767.0
,Pakistan (National),,,2025,T.B. Clinic,410.0,154.0
,Pakistan (National),,,2025,Maternity & Child Welfare Centres (MCHCs),752.0,319.0
,Pakistan (National),,,2025,Doctors,245987.0,319.0
,Pakistan (National),,,2025,Dentists,27360.0,319.0
,Pakistan (National),,,2025,Lady Health Workers,21361.0,319.0
,Pakistan (National),,,2025,Midwives,43129.0,319.0
,Pakistan (National),,,2025,Nurses,116659.0,319.0
